opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,account_missing,is_closed
52IHI8JD,Anna Snelling,MG Special,Funholding,Lost,2017-10-06,2017-11-24,0,FALSE,TRUE
7QPQ40X9,Anna Snelling,MG Advanced,Ron-tech,Lost,2017-10-06,2017-10-08,0,FALSE,TRUE
KFZ37330,Boris Faz,GTX Basic,Konex,Won,2017-10-06,2017-12-14,492,FALSE,TRUE
T64JVA4T,Boris Faz,GTX Pro,Xx-zobam,Won,2017-10-06,2017-10-07,4401,FALSE,TRUE
Y5C1Q7UR,Cassey Cress,MG Special,Zathunicon,Won,2017-10-06,2017-12-26,50,FALSE,TRUE
VN0XOAB6,Cassey Cress,MG Advanced,Bubba Gump,Won,2017-10-06,2017-11-12,3333,FALSE,TRUE
MVZG0BSG,Corliss Cosme,GTX Plus Basic,Donware,Won,2017-10-06,2017-10-16,1095,FALSE,TRUE
JIEO87ZV,Daniell Hammack,MG Advanced,Unknown Account,Engaging,2017-10-06,NA,NA,TRUE,FALSE
EM1W738H,Darcel Schlecht,GTX Plus Pro,dambase,Won,2017-10-06,2017-11-22,5595,FALSE,TRUE
13WLN2MJ,Darcel Schlecht,GTX Pro,Finhigh,Won,2017-10-06,2017-10-08,4461,FALSE,TRUE
M4NNI01I,Donn Cantrell,GTX Plus Basic,Yearin,Lost,2017-10-06,2017-10-16,0,FALSE,TRUE
MIA65OVY,Elease Gluck,MG Special,Unknown Account,Engaging,2017-10-06,NA,NA,TRUE,FALSE
U3FTUG3T,Gladys Colclough,GTX Basic,Streethex,Won,2017-10-06,2017-11-20,415,FALSE,TRUE
RS13M1ZP,Gladys Colclough,MG Advanced,Stanredtax,Won,2017-10-06,2017-10-08,3212,FALSE,TRUE
10B65ZN9,James Ascencio,GTX Basic,Groovestreet,Won,2017-10-06,2017-12-31,457,FALSE,TRUE
V4YBVSJ4,Jonathan Berthelot,GTX Plus Basic,Condax,Lost,2017-10-06,2017-10-17,0,FALSE,TRUE
LVMPJ8JN,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-10-06,2017-12-31,546,FALSE,TRUE
OV0LOPAA,Lajuana Vencill,GTX Plus Basic,Statholdings,Lost,2017-10-06,2017-10-12,0,FALSE,TRUE
0ISX53T3,Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-10-06,2017-12-21,453,FALSE,TRUE
KL8PCQXC,Markita Hansen,GTX Pro,Hatfan,Lost,2017-10-06,2017-10-15,0,FALSE,TRUE
Q4KZSJ6Q,Moses Frase,GTX Basic,dambase,Won,2017-10-06,2017-10-07,510,FALSE,TRUE
1IABHXOP,Moses Frase,GTX Basic,Gogozoom,Won,2017-10-06,2017-10-14,552,FALSE,TRUE
2RE0MZGV,Reed Clapper,MG Advanced,Zencorporation,Won,2017-10-06,2017-10-07,3203,FALSE,TRUE
JLKLRCFZ,Rosie Papadopoulos,GTX Plus Pro,The New York Inquirer,Won,2017-10-06,2017-10-14,6228,FALSE,TRUE
2X9KWWCP,Versie Hillebrand,MG Special,dambase,Won,2017-10-06,2017-10-11,59,FALSE,TRUE
IF2BUC3Q,Wilburn Farren,GTX Pro,Mathtouch,Lost,2017-10-06,2017-10-08,0,FALSE,TRUE
GU4HXZ55,Zane Levy,GTX Plus Basic,Condax,Won,2017-10-06,2017-12-23,1129,FALSE,TRUE
JQK0EF45,Anna Snelling,GTX Plus Pro,Streethex,Won,2017-10-07,2017-10-13,5349,FALSE,TRUE
YUUD6GIT,Boris Faz,GTX Plus Basic,Umbrella Corporation,Won,2017-10-07,2017-11-19,1148,FALSE,TRUE
FBDZ4LCK,Cassey Cress,GTX Basic,Zotware,Lost,2017-10-07,2017-10-08,0,FALSE,TRUE
SQMPV6L6,Cecily Lampkin,MG Special,Toughzap,Won,2017-10-07,2017-10-19,52,FALSE,TRUE
N9ZBEJFI,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-10-07,2017-12-28,3253,FALSE,TRUE
EKXXH9IK,Daniell Hammack,GTX Plus Basic,Gekko & Co,Won,2017-10-07,2017-11-04,1267,FALSE,TRUE
OC6ZMTK5,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-10-07,2017-10-13,1096,FALSE,TRUE
M57LZE5F,Darcel Schlecht,MG Advanced,Hottechi,Lost,2017-10-07,2017-12-23,0,FALSE,TRUE
1XO519P4,Darcel Schlecht,MG Special,Genco Pura Olive Oil Company,Won,2017-10-07,2017-12-30,54,FALSE,TRUE
UBWO7HIV,Hayden Neloms,MG Advanced,Green-Plus,Won,2017-10-07,2017-12-13,3293,FALSE,TRUE
00X8VEYH,Jonathan Berthelot,GTX Pro,Rundofase,Won,2017-10-07,2017-12-22,4404,FALSE,TRUE
ZJ11PBUV,Jonathan Berthelot,GTX Pro,Zumgoity,Won,2017-10-07,2017-10-09,5212,FALSE,TRUE
GJX7YGIF,Kami Bicknell,GTX Basic,Plexzap,Lost,2017-10-07,2017-11-25,0,FALSE,TRUE
MF6S92GQ,Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-10-07,2017-12-08,488,FALSE,TRUE
KTZDTM8W,Lajuana Vencill,GTX Basic,Globex Corporation,Won,2017-10-07,2017-10-13,594,FALSE,TRUE
SH0S5N6U,Markita Hansen,GTX Basic,Singletechno,Won,2017-10-07,2017-12-30,464,FALSE,TRUE
M3306MKK,Markita Hansen,MG Special,Cheers,Won,2017-10-07,2017-12-13,53,FALSE,TRUE
5H27L6YI,Marty Freudenburg,GTX Plus Basic,Finhigh,Lost,2017-10-07,2017-10-15,0,FALSE,TRUE
FCEJCRKY,Marty Freudenburg,GTX Basic,Streethex,Won,2017-10-07,2017-10-08,661,FALSE,TRUE
FTVBHHFC,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2017-10-07,2017-10-14,1240,FALSE,TRUE
CXE6ORIJ,Marty Freudenburg,MG Advanced,Isdom,Won,2017-10-07,2017-12-20,2763,FALSE,TRUE
QFIEJY21,Maureen Marcano,GTX Basic,Condax,Won,2017-10-07,2017-12-05,610,FALSE,TRUE
4OUTIJAR,Maureen Marcano,MG Special,Hatfan,Won,2017-10-07,2017-12-14,59,FALSE,TRUE
R19OP4QL,Moses Frase,GTX Basic,Rangreen,Won,2017-10-07,2017-10-19,577,FALSE,TRUE
UU7QH2WX,Rosalina Dieter,MG Special,Kan-code,Lost,2017-10-07,2017-10-15,0,FALSE,TRUE
O7WVUMZ5,Vicki Laflamme,GTX Plus Basic,Finjob,Won,2017-10-07,2017-10-09,1139,FALSE,TRUE
NRMFYPAD,Anna Snelling,GTX Plus Pro,Treequote,Won,2017-10-08,2017-12-30,6038,FALSE,TRUE
63HMAJCZ,Boris Faz,GTX Pro,Umbrella Corporation,Won,2017-10-08,2017-10-14,4605,FALSE,TRUE
MR49QBLO,Boris Faz,MG Advanced,Konex,Won,2017-10-08,2017-11-21,3264,FALSE,TRUE
V7C6RT5S,Cassey Cress,MG Advanced,Betasoloin,Won,2017-10-08,2017-10-17,3472,FALSE,TRUE
G1POINXI,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-08,2017-10-15,1186,FALSE,TRUE
S181FZ0Y,Corliss Cosme,GTX Basic,Zotware,Lost,2017-10-08,2017-10-16,0,FALSE,TRUE
5J7T0GZU,Daniell Hammack,GTX Pro,Sumace,Won,2017-10-08,2017-12-14,4964,FALSE,TRUE
0IAJNXTD,Darcel Schlecht,MG Special,Domzoom,Lost,2017-10-08,2017-10-10,0,FALSE,TRUE
RMQME3N0,Donn Cantrell,GTX Plus Basic,Massive Dynamic,Lost,2017-10-08,2017-11-21,0,FALSE,TRUE
G8C3GRPO,Garret Kinder,MG Advanced,Vehement Capital Partners,Won,2017-10-08,2017-10-20,2812,FALSE,TRUE
IY3U40F8,Gladys Colclough,GTX Plus Basic,Globex Corporation,Lost,2017-10-08,2017-10-14,0,FALSE,TRUE
OZFSBIDF,Gladys Colclough,GTX Pro,Toughzap,Lost,2017-10-08,2017-10-09,0,FALSE,TRUE
IEJHIQYI,Hayden Neloms,MG Advanced,Blackzim,Won,2017-10-08,2017-12-22,3517,FALSE,TRUE
6SQHVC0S,Jonathan Berthelot,GTX Pro,dambase,Lost,2017-10-08,2017-12-26,0,FALSE,TRUE
L9EVLHSJ,Kami Bicknell,GTX Plus Basic,Unknown Account,Engaging,2017-10-08,NA,NA,TRUE,FALSE
DIGZWVHI,Kami Bicknell,GTX Basic,Sunnamplex,Lost,2017-10-08,2017-10-09,0,FALSE,TRUE
1ZT4IROS,Kami Bicknell,GTX Basic,Xx-holding,Won,2017-10-08,2017-10-10,608,FALSE,TRUE
60QEB2FZ,Kary Hendrixson,GTX Plus Pro,Fasehatice,Won,2017-10-08,2017-10-16,4989,FALSE,TRUE
2PX317QP,Kary Hendrixson,GTX Pro,Newex,Won,2017-10-08,2017-11-23,4780,FALSE,TRUE
O691ZXXH,Markita Hansen,MG Special,Unknown Account,Engaging,2017-10-08,NA,NA,TRUE,FALSE
2T0GMDKK,Markita Hansen,GTX Plus Basic,Blackzim,Lost,2017-10-08,2017-10-10,0,FALSE,TRUE
ZK6HTTBB,Markita Hansen,MG Special,Labdrill,Lost,2017-10-08,2017-10-14,0,FALSE,TRUE
V74YPMJ4,Rosalina Dieter,MG Special,Zoomit,Lost,2017-10-08,2017-10-20,0,FALSE,TRUE
8ZIX3LAF,Vicki Laflamme,MG Advanced,Newex,Won,2017-10-08,2017-10-09,3023,FALSE,TRUE
QDBJOE9M,Zane Levy,MG Special,Unknown Account,Engaging,2017-10-08,NA,NA,TRUE,FALSE
IVMMNSJB,Anna Snelling,GTX Plus Pro,Conecom,Lost,2017-10-09,2017-10-17,0,FALSE,TRUE
H9M21153,Anna Snelling,MG Advanced,Ron-tech,Won,2017-10-09,2017-10-20,3100,FALSE,TRUE
JV0KXH4X,Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-10-09,2017-12-30,6406,FALSE,TRUE
V9UM2K16,Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,2017-10-09,2017-10-15,5711,FALSE,TRUE
ZEYGDEBG,Daniell Hammack,GTX Pro,Unknown Account,Engaging,2017-10-09,NA,NA,TRUE,FALSE
SRV6TQ2E,Daniell Hammack,MG Special,Ontomedia,Won,2017-10-09,2017-10-18,58,FALSE,TRUE
94GJ7WZV,Darcel Schlecht,GTX Pro,Statholdings,Lost,2017-10-09,2017-10-10,0,FALSE,TRUE
B24YQ6LA,Garret Kinder,GTX Basic,Zotware,Won,2017-10-09,2017-10-10,552,FALSE,TRUE
RYELEM60,Garret Kinder,MG Advanced,The New York Inquirer,Won,2017-10-09,2017-10-20,3215,FALSE,TRUE
RL26ZS8F,Gladys Colclough,GTX Basic,Konmatfix,Lost,2017-10-09,2017-11-27,0,FALSE,TRUE
JKIAA2TF,James Ascencio,GTX Plus Basic,Finjob,Won,2017-10-09,2017-11-23,1112,FALSE,TRUE
HTK2UHC8,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-10-09,2017-10-21,0,FALSE,TRUE
SPRK2YOB,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-10-09,2017-11-25,1190,FALSE,TRUE
8F7VHV02,Kami Bicknell,GTX Basic,Finjob,Won,2017-10-09,2017-12-22,446,FALSE,TRUE
7FGVY6GK,Kami Bicknell,GTX Basic,Konex,Won,2017-10-09,2017-10-10,565,FALSE,TRUE
6IZZL97A,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-10-09,2017-10-18,0,FALSE,TRUE
0HUWQWOJ,Markita Hansen,MG Special,Unknown Account,Engaging,2017-10-09,NA,NA,TRUE,FALSE
C35YI5NJ,Markita Hansen,GTX Pro,Singletechno,Won,2017-10-09,2017-12-25,4753,FALSE,TRUE
6U30UYDT,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,2017-10-09,2017-11-30,0,FALSE,TRUE
ZXOHD0KE,Maureen Marcano,GTX Basic,Sunnamplex,Lost,2017-10-09,2017-10-19,0,FALSE,TRUE
77Q6KD0O,Niesha Huffines,GTX Basic,Statholdings,Lost,2017-10-09,2017-10-21,0,FALSE,TRUE
JIH6P53I,Niesha Huffines,GTX Plus Basic,Stanredtax,Won,2017-10-09,2017-10-10,1129,FALSE,TRUE
WKTVP5WY,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-10-09,2017-10-10,56,FALSE,TRUE
10N0ZBYO,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-10-09,2017-10-11,3435,FALSE,TRUE
IUVAUQ6I,Versie Hillebrand,MG Advanced,Rangreen,Won,2017-10-09,2017-10-14,3860,FALSE,TRUE
YH5L64AP,Violet Mclelland,MG Special,Yearin,Lost,2017-10-09,2017-12-23,0,FALSE,TRUE
A71ENBVA,Zane Levy,GTX Basic,Hottechi,Lost,2017-10-09,2017-10-17,0,FALSE,TRUE
4X8WU71C,Zane Levy,MG Advanced,Condax,Lost,2017-10-09,2017-10-11,0,FALSE,TRUE
03H4RXBI,Zane Levy,GTX Basic,Y-corporation,Won,2017-10-09,2017-12-17,482,FALSE,TRUE
MQVOQZL7,Anna Snelling,MG Special,Codehow,Lost,2017-10-10,2017-10-19,0,FALSE,TRUE
OHD4TPKZ,Anna Snelling,GTX Plus Basic,Gogozoom,Won,2017-10-10,2017-10-11,1166,FALSE,TRUE
V4PVZC5L,Boris Faz,MG Special,Kinnamplus,Lost,2017-10-10,2017-10-18,0,FALSE,TRUE
9G85W8XE,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2017-10-10,2017-10-15,0,FALSE,TRUE
S6DXPVLA,Daniell Hammack,GTX Plus Basic,Yearin,Lost,2017-10-10,2017-11-13,0,FALSE,TRUE
MKI4TLUN,Daniell Hammack,GTX Pro,Zencorporation,Won,2017-10-10,2017-12-18,5112,FALSE,TRUE
H41YA4SB,Darcel Schlecht,GTX Plus Basic,Toughzap,Lost,2017-10-10,2017-12-26,0,FALSE,TRUE
MW4MSIWW,Darcel Schlecht,GTX Pro,Warephase,Lost,2017-10-10,2017-10-14,0,FALSE,TRUE
XSQOEHEA,Hayden Neloms,MG Advanced,Lexiqvolax,Lost,2017-10-10,2017-10-15,0,FALSE,TRUE
GQT2DFWZ,Jonathan Berthelot,MG Advanced,Treequote,Won,2017-10-10,2017-10-20,3892,FALSE,TRUE
IQ9GMTBR,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-10-10,2017-10-11,473,FALSE,TRUE
ZR8H455M,Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-10-10,2017-10-14,0,FALSE,TRUE
3F2EMUQ7,Kary Hendrixson,GTX Plus Basic,Scotfind,Lost,2017-10-10,2017-10-11,0,FALSE,TRUE
VB26KWQ6,Kary Hendrixson,GTX Basic,Faxquote,Won,2017-10-10,2017-11-20,511,FALSE,TRUE
7J1UD7ZW,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-10-10,2017-10-12,509,FALSE,TRUE
VR6NO9FA,Kary Hendrixson,GTX Basic,Labdrill,Won,2017-10-10,2017-10-22,528,FALSE,TRUE
O8QGRK5P,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-10-10,2017-10-14,549,FALSE,TRUE
BOD1GBJU,Lajuana Vencill,GTX Basic,Rundofase,Lost,2017-10-10,2017-12-25,0,FALSE,TRUE
TN3IRRND,Lajuana Vencill,MG Special,Gogozoom,Lost,2017-10-10,2017-10-19,0,FALSE,TRUE
PR224V1P,Marty Freudenburg,GTX Basic,Scottech,Lost,2017-10-10,2017-10-19,0,FALSE,TRUE
60RDU2SZ,Marty Freudenburg,MG Advanced,Globex Corporation,Won,2017-10-10,2017-10-17,3578,FALSE,TRUE
X2I316HD,Moses Frase,GTX Basic,dambase,Won,2017-10-10,2017-12-29,523,FALSE,TRUE
K5DNNWYT,Rosie Papadopoulos,GTX Pro,Zencorporation,Won,2017-10-10,2017-10-11,4575,FALSE,TRUE
941E65Z7,Vicki Laflamme,GTX Pro,Plusstrip,Won,2017-10-10,2017-10-12,4552,FALSE,TRUE
77UHLYMA,Zane Levy,GTX Basic,Konex,Lost,2017-10-10,2017-10-11,0,FALSE,TRUE
VR1XYM23,Zane Levy,GTX Basic,Blackzim,Won,2017-10-10,2017-12-23,551,FALSE,TRUE
TQ6BTW2Z,Zane Levy,GTX Basic,Faxquote,Won,2017-10-10,2017-10-18,545,FALSE,TRUE
IVSOSC0E,Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-10-10,2017-10-15,1134,FALSE,TRUE
KI4LTBV6,Anna Snelling,MG Advanced,Statholdings,Lost,2017-10-11,2017-10-13,0,FALSE,TRUE
4VZ0JIVZ,Anna Snelling,MG Advanced,Scottech,Won,2017-10-11,2017-10-16,3434,FALSE,TRUE
FNCXBWHQ,Boris Faz,GTX Basic,Condax,Won,2017-10-11,2017-12-27,505,FALSE,TRUE
Q306R9K4,Boris Faz,GTX Plus Basic,Ganjaflex,Won,2017-10-11,2017-10-21,1066,FALSE,TRUE
KHRY7J40,Cassey Cress,GTX Basic,Zathunicon,Won,2017-10-11,2017-11-12,580,FALSE,TRUE
AP9MLRZJ,Corliss Cosme,GTX Pro,Initech,Won,2017-10-11,2017-12-20,4501,FALSE,TRUE
46JP2TQB,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-10-11,2017-10-19,0,FALSE,TRUE
W48N7MRO,Darcel Schlecht,GTX Plus Pro,Rundofase,Lost,2017-10-11,2017-10-13,0,FALSE,TRUE
X4LSK4OE,Darcel Schlecht,GTX Plus Pro,Treequote,Won,2017-10-11,2017-11-03,6182,FALSE,TRUE
M1ZZYSTB,Donn Cantrell,GTX Pro,Bubba Gump,Won,2017-10-11,2017-10-12,4763,FALSE,TRUE
0UOIGVEO,Donn Cantrell,MG Advanced,Gekko & Co,Won,2017-10-11,2017-10-20,3024,FALSE,TRUE
AK9OXW30,Garret Kinder,MG Special,Ganjaflex,Lost,2017-10-11,2017-10-12,0,FALSE,TRUE
CFGYG1EC,James Ascencio,GTX Basic,Green-Plus,Lost,2017-10-11,2017-10-13,0,FALSE,TRUE
TS3P4VMD,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-10-11,2017-10-19,6751,FALSE,TRUE
8PEB9FHX,James Ascencio,MG Special,Goodsilron,Won,2017-10-11,2017-10-18,54,FALSE,TRUE
V1YT1LP1,Jonathan Berthelot,GTX Basic,Stanredtax,Won,2017-10-11,2017-12-25,592,FALSE,TRUE
DTIZX4YN,Jonathan Berthelot,GTX Plus Basic,Cancity,Won,2017-10-11,2017-10-22,969,FALSE,TRUE
KMBY0IGV,Kami Bicknell,MG Special,Dalttechnology,Won,2017-10-11,2017-10-12,48,FALSE,TRUE
XULGG5K8,Kary Hendrixson,GTX Basic,Konex,Lost,2017-10-11,2017-10-13,0,FALSE,TRUE
KP8ZZ3Y6,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,2017-10-11,2017-12-23,0,FALSE,TRUE
SBF5S7LF,Kary Hendrixson,GTX Plus Pro,Hatfan,Won,2017-10-11,2017-10-21,6555,FALSE,TRUE
YIA65LM2,Lajuana Vencill,MG Advanced,Treequote,Lost,2017-10-11,2017-10-19,0,FALSE,TRUE
8SLDCS0F,Markita Hansen,MG Special,Unknown Account,Engaging,2017-10-11,NA,NA,TRUE,FALSE
TVBY6CND,Marty Freudenburg,GTX Plus Pro,Bioholding,Won,2017-10-11,2017-12-15,5271,FALSE,TRUE
OHOWVHYX,Rosalina Dieter,MG Advanced,Zoomit,Engaging,2017-10-11,NA,NA,FALSE,FALSE
EC9H6XHB,Rosie Papadopoulos,MG Special,Kan-code,Lost,2017-10-11,2017-11-22,0,FALSE,TRUE
47QKNXLO,Rosie Papadopoulos,GTX Basic,Yearin,Won,2017-10-11,2017-12-10,472,FALSE,TRUE
VW2PJALW,Versie Hillebrand,GTX Plus Pro,Cancity,Won,2017-10-11,2017-11-29,5211,FALSE,TRUE
GVLIYD9A,Vicki Laflamme,GTX Basic,Y-corporation,Won,2017-10-11,2017-12-11,430,FALSE,TRUE
F761DF0M,Zane Levy,GTX Basic,Silis,Engaging,2017-10-11,NA,NA,FALSE,FALSE
II1GOQWL,Zane Levy,GTX Basic,Fasehatice,Lost,2017-10-11,2017-10-20,0,FALSE,TRUE
4P5BOQB5,Zane Levy,GTX Pro,Singletechno,Won,2017-10-11,2017-12-22,4545,FALSE,TRUE
QYYOVTHC,Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-12,2017-10-19,0,FALSE,TRUE
4O3EPWFR,Corliss Cosme,GTX Plus Basic,Unknown Account,Engaging,2017-10-12,NA,NA,TRUE,FALSE
AADN7F5T,Darcel Schlecht,MG Special,Zumgoity,Lost,2017-10-12,2017-10-17,0,FALSE,TRUE
U8CWFFRH,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,2017-10-12,2017-10-13,0,FALSE,TRUE
35HVN8Q3,Jonathan Berthelot,GTX Basic,Scottech,Won,2017-10-12,2017-10-21,528,FALSE,TRUE
PNNZM0OZ,Jonathan Berthelot,GTX Pro,Conecom,Won,2017-10-12,2017-12-28,5064,FALSE,TRUE
UYZQCWAC,Jonathan Berthelot,MG Advanced,Conecom,Won,2017-10-12,2017-12-06,3203,FALSE,TRUE
K0YFUK4X,Kami Bicknell,GTX Basic,Scotfind,Won,2017-10-12,2017-11-02,549,FALSE,TRUE
TUL0TZSR,Kary Hendrixson,GTX Basic,Dalttechnology,Won,2017-10-12,2017-10-23,594,FALSE,TRUE
LS2A22IA,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-12,2017-10-21,0,FALSE,TRUE
L5K0S1U3,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,2017-10-12,2017-10-22,0,FALSE,TRUE
82LY53FE,Markita Hansen,GTX Basic,Labdrill,Won,2017-10-12,2017-11-01,529,FALSE,TRUE
XRJTRP20,Maureen Marcano,GTX Pro,Fasehatice,Won,2017-10-12,2017-10-17,4505,FALSE,TRUE
D00FIU21,Moses Frase,GTX Basic,Finhigh,Won,2017-10-12,2017-12-11,457,FALSE,TRUE
C48I5WD9,Moses Frase,MG Advanced,Warephase,Won,2017-10-12,2017-10-13,3090,FALSE,TRUE
HG0N3NJ4,Reed Clapper,MG Special,Zencorporation,Won,2017-10-12,2017-10-14,53,FALSE,TRUE
5ZUKTSJV,Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,2017-10-12,2017-10-17,1004,FALSE,TRUE
CD5B8P8U,Zane Levy,MG Advanced,Hottechi,Lost,2017-10-12,2017-10-19,0,FALSE,TRUE
MBYY3F5P,Zane Levy,GTX Basic,J-Texon,Won,2017-10-12,2017-10-21,696,FALSE,TRUE
0V9YEQDU,Anna Snelling,MG Special,Treequote,Lost,2017-10-13,2017-10-22,0,FALSE,TRUE
76GEYK0T,Cassey Cress,GTX Plus Basic,Opentech,Won,2017-10-13,2017-10-23,888,FALSE,TRUE
0QUXNGR1,Cecily Lampkin,MG Advanced,Warephase,Lost,2017-10-13,2017-10-18,0,FALSE,TRUE
4N9E1F86,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-10-13,2017-10-20,0,FALSE,TRUE
895XMROB,Corliss Cosme,GTX Plus Pro,Yearin,Lost,2017-10-13,2017-11-21,0,FALSE,TRUE
LFMLZPA5,Daniell Hammack,GTX Pro,Konex,Lost,2017-10-13,2017-10-22,0,FALSE,TRUE
H54N095V,Darcel Schlecht,GTX Pro,Gogozoom,Won,2017-10-13,2017-10-24,4767,FALSE,TRUE
FQPECFYO,Darcel Schlecht,GTX Pro,Hottechi,Won,2017-10-13,2017-12-20,4869,FALSE,TRUE
933OT3AE,Darcel Schlecht,MG Advanced,Ron-tech,Won,2017-10-13,2017-10-14,3475,FALSE,TRUE
5HDKACI4,Donn Cantrell,GTX Basic,Initech,Lost,2017-10-13,2017-10-15,0,FALSE,TRUE
GVEUKZ72,Donn Cantrell,MG Special,Donware,Lost,2017-10-13,2017-12-09,0,FALSE,TRUE
YHOVVBSP,Donn Cantrell,MG Advanced,Kan-code,Lost,2017-10-13,2017-12-10,0,FALSE,TRUE
ZN6HXJ5F,Hayden Neloms,GTX Plus Basic,Rantouch,Lost,2017-10-13,2017-10-20,0,FALSE,TRUE
3IQ19UZ2,Hayden Neloms,MG Advanced,Kan-code,Won,2017-10-13,2017-10-14,3250,FALSE,TRUE
R2CG5WED,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-10-13,2017-12-03,0,FALSE,TRUE
QCBO7C6E,Kami Bicknell,GTX Plus Basic,Unknown Account,Engaging,2017-10-13,NA,NA,TRUE,FALSE
ORYORRQV,Kary Hendrixson,GTX Basic,Hottechi,Engaging,2017-10-13,NA,NA,FALSE,FALSE
NGG8O0JX,Markita Hansen,GTX Basic,Unknown Account,Engaging,2017-10-13,NA,NA,TRUE,FALSE
GH0FU105,Markita Hansen,MG Advanced,Nam-zim,Lost,2017-10-13,2017-10-18,0,FALSE,TRUE
NDIZ18GW,Maureen Marcano,MG Advanced,Cheers,Lost,2017-10-13,2017-10-25,0,FALSE,TRUE
BRIOGGKC,Moses Frase,MG Advanced,Inity,Lost,2017-10-13,2017-11-29,0,FALSE,TRUE
GZYL4SG1,Moses Frase,GTX Plus Basic,Rangreen,Won,2017-10-13,2017-10-26,978,FALSE,TRUE
7ZASHEBX,Reed Clapper,MG Special,Bubba Gump,Won,2017-10-13,2017-12-14,49,FALSE,TRUE
WJ9JNMJ2,Versie Hillebrand,MG Special,Stanredtax,Won,2017-10-13,2017-10-24,49,FALSE,TRUE
N3OWNMD3,Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,2017-10-13,2017-10-22,0,FALSE,TRUE
8U3LICIW,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-10-13,2017-12-10,563,FALSE,TRUE
JALBPRSF,Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-13,2017-10-21,0,FALSE,TRUE
0E1HHXGB,Violet Mclelland,MG Special,Donware,Lost,2017-10-13,2017-10-15,0,FALSE,TRUE
MJXPSHYT,Violet Mclelland,MG Special,Zencorporation,Won,2017-10-13,2017-10-24,53,FALSE,TRUE
AF8SULB0,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,2017-10-14,2017-10-26,1168,FALSE,TRUE
N8BM4XEP,Corliss Cosme,GTX Basic,The New York Inquirer,Won,2017-10-14,2017-11-17,560,FALSE,TRUE
FZGBRGHF,Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,2017-10-14,2017-12-30,0,FALSE,TRUE
36PET9WM,Darcel Schlecht,GTX Pro,Stanredtax,Lost,2017-10-14,2017-10-15,0,FALSE,TRUE
GRO3S3HV,Darcel Schlecht,MG Special,Bioholding,Lost,2017-10-14,2017-10-21,0,FALSE,TRUE
KG9R5M1Y,Darcel Schlecht,GTX Pro,Dontechi,Won,2017-10-14,2017-10-18,4810,FALSE,TRUE
R0S5FZ1G,Donn Cantrell,MG Special,Donware,Lost,2017-10-14,2017-11-01,0,FALSE,TRUE
3W1Y39BY,Donn Cantrell,GTX Pro,Silis,Won,2017-10-14,2017-10-24,4521,FALSE,TRUE
G58GOO4N,Garret Kinder,GTX Basic,Opentech,Lost,2017-10-14,2017-10-18,0,FALSE,TRUE
JF0F2J5W,Garret Kinder,GTX Plus Basic,Donquadtech,Lost,2017-10-14,2017-10-15,0,FALSE,TRUE
93AE6QM4,Hayden Neloms,GTX Plus Basic,Hatfan,Won,2017-10-14,2017-10-15,881,FALSE,TRUE
0YM4VJDP,James Ascencio,GTX Basic,Finjob,Lost,2017-10-14,2017-11-30,0,FALSE,TRUE
ICD9OMSF,Jonathan Berthelot,GTX Basic,Conecom,Won,2017-10-14,2017-10-22,472,FALSE,TRUE
